Location,House_Type,Contractor,Address,Bedrooms,Bathrooms,Toilets,Parking_Space,Price
Oyo,Bungalow,Bluehedge Realtors,"Woji Estate, Port Harcourt, Rivers",4,4,5,4,45000000
Oyo,Flat,Bluehedge Realtors,"Harruk Road, Rumuigbo, Port Harcourt, Rivers",3,4,465,,28000000
Oyo,Bungalow,Aito Properties Ltd,"Ozuoba, Port Harcourt, Rivers",4,4,5,3,16000000
Oyo,Detached duplex,Ph Houses,"Rumuomasi, Port Harcourt, Rivers",6,7,7,,170000000
Oyo,Detached duplex,Balafama Realties,"Eliozu, Port Harcourt, Rivers",5,5,6,,70000000
Oyo,Flat,Aito Properties Ltd,"Eneka, Port Harcourt, Rivers",10,10,13,10,45000000
Oyo,Detached duplex,Aito Properties Ltd,"Woji, Port Harcourt, Rivers",5,6,6,7,80000000
Oyo,Bungalow,Aito Properties Ltd,"Ozuoba, Port Harcourt, Rivers",3,3,4,3,18000000
Oyo,Bungalow,Mentom Global Services Limited,"Peter Odili Road, Port Harcourt, Rivers",6,6,7,4,140000000
Oyo,Detached duplex,Bluehedge Realtors,"Woji, Port Harcourt, Rivers",6,7,7,8,150000000
Oyo,Detached duplex,Bluehedge Realtors,"Elimbu, Port Harcourt, Rivers",6,7,7,8,45000000
Oyo,Detached duplex,Bluehedge Realtors,"Texas Estate Boskie / Off East West Road, Elelenwo, Port Harcourt, Rivers",5,5,6,6,45000000
Oyo,Semi duplex,Odinga E Property Ltd,"Trinity Garden Estate Eleme Junction, Port Harcourt, Rivers",4,5,5,6,55555550
Oyo,Detached duplex,Odinga E Property Ltd,"Peter Odili Road/ Royal Avenue Estate, Port Harcourt, Rivers",4,5,5,9,110000000
Oyo,Bungalow,Bluehedge Realtors,"Harruk Road, Off Nta Road, Port Harcourt, Rivers",3,3,4,,27000000
Oyo,Detached duplex,Bluehedge Realtors,"Off Peter Odili/ Trans Amadi Road, Port Harcourt, Rivers",4,4,5,6,120000000
Oyo,Detached duplex,Bluehedge Realtors,"Nafbase Estate, Gu Ake Road, Eliozu, Port Harcourt, Rivers",5,5,6,5,195000000
Oyo,Flat,Bluehedge Realtors,"Aker Road/ Iwofe, Port Harcourt, Rivers",2,2,3,6,35000000
Oyo,Flat,Bluehedge Realtors,"Igwuruta, Port Harcourt, Rivers",1,1,2,4,27000000
Oyo,Detached duplex,Bluehedge Realtors,"Nddc Estate, Elelenwo, Port Harcourt, Rivers",5,5,6,4,50000000
Oyo,Terraced duplex,Bluehedge Realtors,"Golf Estate, Trans Amadi, Port Harcourt, Rivers",4,4,5,1,68000000
Oyo,Flat,Bluehedge Realtors,"Farm Road 2 , Eliozu, Port Harcourt, Rivers",5,5,6,4,160000000
Oyo,Detached duplex,Bluehedge Realtors,"Tombia Extension, New Gra, Port Harcourt, Rivers",4,4,5,4,120000000
Oyo,Terraced duplex,Odinga E Property Ltd,"Centenary Estate, Eneka, Port Harcourt, Rivers",2,3,3,12,55000000
Oyo,Bungalow,Odinga E Property Ltd,"Ada George, Port Harcourt, Rivers",4,5,5,8,58000000
Oyo,Bungalow,Bluehedge Realtors,"Rumuodumaya Road, Eliozu, Port Harcourt, Rivers",5,5,6,,37000000
Oyo,Flat,Bluehedge Realtors,"Rumuomasi By Martha Catholic Church, Port Harcourt, Rivers",2,2,3,6,60000000
Oyo,Detached duplex,Bluehedge Realtors,"Golf Estate, Trans Amadi, Port Harcourt, Rivers",5,5,5,4,145000000
Oyo,Detached duplex,Probity,"Gra Phase 1, Port Harcourt, Rivers",4,,,,700000000
Oyo,Detached duplex,Probity,"Peter Odilli Road, Port Harcourt, Rivers",4,,,,700000000
Oyo,Detached duplex,Odinga E Property Ltd,"Trinity Garden Estate, Port Harcourt, Rivers",5,6,6,10,90000000
Oyo,Detached duplex,Bluehedge Realtors,"Naf Base Estate / G. U Ake Road, Eliozu, Port Harcourt, Rivers",6,6,7,6,270000000
Oyo,Terraced duplex,Bluehedge Realtors,"Vintage Estate, Naf Harmony Estate, Eliozu, Port Harcourt, Rivers",4,4,5,3,75000000
Oyo,Bungalow,Bluehedge Realtors,"Mercyland, Port Harcourt, Rivers",3,3,4,4,35000000
Oyo,Bungalow,Bluehedge Realtors,"Conerstone Off Nta Road Uzuoba, Port Harcourt, Rivers",4,4,5,4,15000000
Oyo,Flat,Bluehedge Realtors,"Majesty Estate/ Opposite Dominion City Off Nta Road, Port Harcourt, Rivers",2,2,3,4,50000000
Oyo,Detached duplex,Bluehedge Realtors,"Peter Odili Road Opposite Transamadi Gardens, Port Harcourt, Rivers",4,4,5,6,70000000
Oyo,Detached duplex,Bluehedge Realtors,"Naf Harmony Estate, Eliozu, Port Harcourt, Rivers",4,4,5,4,115000000
Oyo,Bungalow,Bluehedge Realtors,"Igwuruta - Eneka Road, Obio-Akpor, Rivers",4,4,5,465,12000000
Oyo,Bungalow,Bluehedge Realtors,"Off Trans Amadi / Peter Odili Road, Port Harcourt, Rivers",4,4,5,3,26000000
Oyo,Flat,Obum Okoli & Partners,"Off Nta Road Mgbuoba, Port Harcourt, Rivers",,,,,105000000
Oyo,Terraced duplex,Odinga E Property Ltd,"Stadium Road, Port Harcourt, Rivers",4,5,5,16,260000000
Oyo,Semi duplex,Probity,"Trans Amadi, Port Harcourt, Rivers",4,,,,1200000000
Oyo,Detached duplex,Probity,"GRA Phase 3, Port Harcourt, Rivers",5,900,,,200000000
Oyo,Detached duplex,Alnorac,"Woji, Port Harcourt, Rivers State, Port Harcourt, Rivers",5,5,6,,35000000
Oyo,Detached duplex,Bluehedge Realtors,"Conerstone Off Nta Road/ Uzuoba, Port Harcourt, Rivers",5,5,6,4,60000000
Oyo,Detached duplex,Bluehedge Realtors,"Shell Cooperative Estate, Eliozu, Port Harcourt, Rivers",6,6,6,4,180000000
Oyo,Terraced duplex,Bluehedge Realtors,"Peter Odili, Port Harcourt, Rivers",4,4,5,280,65000000
Oyo,Detached duplex,Bluehedge Realtors,"Conerstone Road, Ozuoba, Port Harcourt, Rivers",2,2,3,4,30000000
Oyo,Detached duplex,Bluehedge Realtors,"Eliopokwudu, Rukpokwu, Port Harcourt, Rivers",6,6,6,8,45000000
Oyo,Bungalow,Bluehedge Realtors,"Rumuokwurusi, Port Harcourt, Rivers",4,4,4,4,40000000
Oyo,Bungalow,Life Hedge Resources,"Mercy Land Estate, Rumolumeni, Port Harcourt, Rivers",3,3,4,8,27000000
Oyo,Flat,Bluehedge Realtors,"New Road, Off Ada George, Port Harcourt, Rivers",2,2,3,960,70000000
Oyo,Detached duplex,Bluehedge Realtors,"Woji, Port Harcourt, Rivers",4,5,465,,75000000
Oyo,Bungalow,Bluehedge Realtors,"Iwofe, Port Harcourt, Rivers",3,4,5,2,22000000
Oyo,Bungalow,Bluehedge Realtors,"Okpolour Iriebe, Oyigbo, Rivers",4,4,4,7,50000000
Oyo,Bungalow,Ph Houses,"Alode, Eleme, Port Harcourt, Rivers",6,7,7,10,29000000
Oyo,Bungalow,Aace & Co.,"Rumuawhara, Oroigwe, Eliozu, Port Harcourt, Rivers",4,4,5,,60000000
Oyo,Detached duplex,Life Hedge Resources,"Off Peter Odili Road, Trans Amadi, Port Harcourt, Rivers",4,4,5,6,150000000
Oyo,Bungalow,Oak Properties,"Iwofe, Aker Road, Port Harcourt, Rivers",3,3,4,3,19000000
Oyo,Flat,Mentom Global Services Limited,"Royal Palm Estate Off Odili Road, Port Harcourt, Rivers",12,12,12,,100000000
Oyo,Semi duplex,Obum Okoli & Partners,"Eliozu Link Road By Shell Cooperative, Port Harcourt, Rivers",4,4,6,6,65000000
Oyo,Flat,Mentom Global Services Limited,"Off Transamadi Road Slaughter, Port Harcourt, Rivers",12,12,12,,90000000
Oyo,Flat,Mentom Global Services Limited,"Golf Estate Off Odili Woji Rd Ph, Port Harcourt, Rivers",4,4,5,3,125000000
Oyo,Terraced duplex,Mentom Global Services Limited,"Unity Estate Off Odili Rd, Port Harcourt, Rivers",4,4,4,3,65000000
Oyo,Detached duplex,Bluehedge Realtors,"Peter Odili Road, Port Harcourt, Rivers",6,6,7,6,130000000
Oyo,Detached duplex,Life Hedge Resources,"Shell Cooperative Estate, Eliozu, Port Harcourt, Rivers",5,5,6,6,120000000
Oyo,Detached duplex,Bluehedge Realtors,"Treasure Estate Rumuodara East West Road, Port Harcourt, Rivers",5,5,6,6,45000000
Oyo,Semi Bungalow,Bluehedge Realtors,"Rukpokwu, Port Harcourt, Rivers",3,3,4,465,40000000
Oyo,Flat,Bluehedge Realtors,"Farm Road 2, Eliozu, Port Harcourt, Rivers",2,2,3,4,30000000
Oyo,Bungalow,Bluehedge Realtors,"Woji Estate, Port Harcourt, Rivers",4,4,5,3,25000000
Oyo,Detached duplex,Life Hedge Resources,"Golf Reserve Estate, Trans Amadi, Port Harcourt, Rivers",4,4,5,5,120000000
Oyo,Bungalow,Bluehedge Realtors,"Off Nta Road, Ozuoba, Port Harcourt, Rivers",1,1,1,465,15000000
Oyo,Detached duplex,Bluehedge Realtors,"Nvuigwe, Woji Estate, Port Harcourt, Rivers",4,4,5,6,70000000
Oyo,Detached duplex,Oak Properties,"Peter Odili Road, Trans Amadi, Port Harcourt, Rivers",5,6,16200,,5500000000
Oyo,Bungalow,Bluehedge Realtors,"Sandfill Road, Akpajo, Eleme, Rivers",4,4,5,8,35000000
Oyo,Detached duplex,Bluehedge Realtors,"Woji, Port Harcourt, Rivers",4,4,5,465,100000000
Oyo,Detached duplex,Bluehedge Realtors,"Farm Road Eliihani, Rumuodara, Port Harcourt, Rivers",5,6,6,6,80000000
Oyo,Detached duplex,Bluehedge Realtors,"Alpha Garden Estate, Akpajo/ Elelenwon, Port Harcourt, Rivers",5,5,6,10,85000000
Oyo,Detached duplex,Bluehedge Realtors,"Shell Cooperative, Eliozu, Port Harcourt, Rivers",5,5,6,4,150000000
Oyo,Bungalow,Bluehedge Realtors,"Eliminigwe Estate/ Elelenwon, Port Harcourt, Rivers",5,5,6,4,27000000
Oyo,Bungalow,Bluehedge Realtors,"Eleme, Port Harcourt, Rivers",6,6,7,6,35000000
Oyo,Bungalow,Bluehedge Realtors,"Adp, Rumuodomaya, Port Harcourt, Rivers",4,4,5,4,25000000
Oyo,Detached duplex,Bluehedge Realtors,"Elelenwo, Port Harcourt, Rivers",4,5,6,,40000000
Oyo,Flat,Bluehedge Realtors,"Sars Road, Rukpokwu, Port Harcourt, Rivers",12,12,12,8,50000000
Oyo,Detached duplex,Bluehedge Realtors,"Nddc Road Elelewon, Elelenwo, Port Harcourt, Rivers",5,6,6,4,45000000
Oyo,Bungalow,Life Hedge Resources,"Mviugwe Estate Off Alcon Road,, Woji, Port Harcourt, Rivers",3,3,4,6,35000000
Oyo,Terraced duplex,Life Hedge Resources,"Shell Cooperative Estate, Eliozu, Port Harcourt, Rivers",3,3,4,12,280000000
Oyo,Terraced duplex,Bluehedge Realtors,"Shell Cooperative/ Eneka Link Road, Eliozu, Port Harcourt, Rivers",2,2,3,960,250000000
Oyo,Detached duplex,Bluehedge Realtors,"Parker Crescent Rumuibekwe Housing Estate, Rumuibekwe, Port Harcourt, Rivers",5,7,7,5,60000000
Oyo,Detached duplex,Bluehedge Realtors,"Peter Odili Road, Trans Amadi, Port Harcourt, Rivers",5,5,6,9,180000000
Oyo,Detached duplex,Bluehedge Realtors,"Mgbuesilaru/ Off East West Road, Port Harcourt, Rivers",5,5,6,6,65000000
Oyo,Terraced duplex,Bluehedge Realtors,"Naf Harmony Estate G.u. Ake Road., Eliozu, Port Harcourt, Rivers",3,3,3,3,115000000
Oyo,Bungalow,Bluehedge Realtors,"Rukpokwu, Elikpokpodu By Big Tree, Port Harcourt, Rivers",2,2,3,5,18000000
Oyo,Bungalow,Bluehedge Realtors,"Rumukwachi Off Nta/uzuoba Road, Port Harcourt, Rivers",3,2,3,500,22000000
Oyo,Detached duplex,Bluehedge Realtors,"Old Gra, Port Harcourt, Rivers",5,5,6,8,650000000
Oyo,Detached duplex,Bluehedge Realtors,"Off Transamadi Road, Port Harcourt, Rivers",5,5,6,2,4000000000
Oyo,Detached duplex,Bluehedge Realtors,"Sars Road, Rukpokwu, Port Harcourt, Rivers",5,5,6,6,120000000
Oyo,Bungalow,Bluehedge Realtors,"Tmc Estate Abuloma, Port Harcourt, Rivers",5,5,6,3,40000000
Oyo,Detached duplex,Bluehedge Realtors,"Naf Harmony Estate, Eliozu, Port Harcourt, Rivers",5,5,6,6,200000000
Oyo,Detached duplex,Bluehedge Realtors,"Shell Cooperative, Eliozu, Eliozu, Port Harcourt, Rivers",2,2,3,3,65000000
Oyo,Terraced duplex,Bluehedge Realtors,"Shell Cooperative, Eliozu, Port Harcourt, Rivers",4,5,,,60000000
Oyo,Detached duplex,Property Hub- Estate Surveyor/real Estate Consultant,"Trans Amadi, Port Harcourt, Rivers",4,,,,160000000
Oyo,Detached duplex,Life Hedge Resources,"Farm Road 2, Eliozu, Port Harcourt, Rivers",5,5,6,6,110000000
Oyo,Terraced duplex,Life Hedge Resources,"Rumuibekwe, Port Harcourt, Rivers",5,5,6,6,80000000
Oyo,Flat,Bluehedge Realtors,"Victory Estate, Elelenwo, Port Harcourt, Rivers",,,,,85000000
Oyo,Bungalow,Bluehedge Realtors,"Rumuigbo, Port Harcourt, Rivers",4,4,5,6,50000000
Oyo,Flat,Odinga E Property Ltd,"Iwofe Road / Adageorge, Port Harcourt, Rivers",2,3,3,30,150000000
Oyo,Detached duplex,Odinga E Property Ltd,"Off Sars Road, Rukpokwu, Port Harcourt, Rivers",5,6,6,6,85000000
Oyo,Detached duplex,Bluehedge Realtors,"Agip Federal Housing Estate, Port Harcourt, Rivers",5,5,6,3,38000000
Oyo,Terraced duplex,Bluehedge Realtors,"Naf Harmony Estate, G.u. Ake Road., Port Harcourt, Rivers",3,3,3,4,100000000
Oyo,Semi duplex,Bluehedge Realtors,"Tombia Extension, GRA Phase 3, Port Harcourt, Rivers",4,5,5,4,120000000
Oyo,Terraced duplex,Bluehedge Realtors,"Rumuibekwe Housing Estate, Port Harcourt, Rivers",4,5,,,55000000
Oyo,Detached duplex,Bluehedge Realtors,"Farm Road 2 , Eliozu, Port Harcourt, Rivers",5,5,6,4,150000000
Oyo,Detached duplex,Bluehedge Realtors,"Sars Road, Rukpokwu, Port Harcourt, Rivers",5,6,6,6,100000000
Oyo,Detached duplex,Bluehedge Realtors,"Mopol 19, Port Harcourt, Rivers",5,6,6,8,150000000
Oyo,Bungalow,Bluehedge Realtors,"Sars Road, Port Harcourt, Rivers",4,4,5,4,42000000
Oyo,Flat,Bluehedge Realtors,"Rukpokwu, Port Harcourt, Rivers",2,2,3,4,25000000
Oyo,Flat,Bluehedge Realtors,"Rumagholu Road, Obio-Akpor, Rivers",3,3,,,28000000
Oyo,Detached duplex,Bluehedge Realtors,"Rumuodara Off East West Road, Port Harcourt, Rivers",4,4,5,6,75000000
Oyo,Flat,Bluehedge Realtors,"Choba/ Nta Road, Choba, Port Harcourt, Rivers",4,5,5,4,25000000
Oyo,Detached duplex,Life Hedge Resources,"Rumuibekwe Estate, Rumuibekwe, Port Harcourt, Rivers",5,5,6,5,80000000
Oyo,Flat,Obum Okoli & Partners,"Off Ada George Road, Port Harcourt, Rivers",,,,,55000000
Oyo,Flat,Obum Okoli & Partners,"At Rumuehinwo Housing Estate Behind Big Treats, Rukpokwu, Port Harcourt, Rivers",4,4,6,5,25000000
Oyo,Bungalow,Bluehedge Realtors,"Abuloma, Port Harcourt, Rivers",4,4,5,3,40000000
Oyo,Detached duplex,Bluehedge Realtors,"Port Harcourt, Rivers",5,5,6,4,80000000
Oyo,Detached duplex,Bluehedge Realtors,"G.u. Ake Road, Eliozu, Port Harcourt, Rivers",5,5,6,6,75000000
Oyo,Flat,Bluehedge Realtors,"Aker Road, Off Iwofe Road, Rumolumeni, Port Harcourt, Rivers",4,4,5,5,40000000
Oyo,Flat,Gift Unique Services,"Gbuoba/nta, Rumuigbo, Port Harcourt, Rivers",3,3,10,1000,270000000
Oyo,Detached duplex,Bluehedge Realtors,"Sars Road, Rukpokwu, Port Harcourt, Rivers",4,4,5,,19000000
Oyo,Bungalow,Bluehedge Realtors,"Umuotebe, Igbo Etche, Port Harcourt, Rivers",3,3,4,5,10000000
Oyo,Detached duplex,Bluehedge Realtors,"Ada George Road, Rumueprikom, Port Harcourt, Rivers",5,6,,,65000000
Oyo,Detached duplex,Bluehedge Realtors,"Peter Odili Road, Port Harcourt, Rivers",5,5,6,6,100000000
Oyo,Flat,Bluehedge Realtors,"Sars Road, Rukpokwu, Port Harcourt, Rivers",3,4,,,25000000
Oyo,Flat,Bluehedge Realtors,"Woji, By Chelsea Filling Station, Port Harcourt, Rivers",3,3,4,3,37000000
Oyo,Detached duplex,Bluehedge Realtors,"Physiciatric Road / Rumuigbo, Port Harcourt, Rivers",7,7,8,4,35000000
Oyo,Detached duplex,Bluehedge Realtors,"Woji/ Off Ykc Round About, Port Harcourt, Rivers",6,6,7,4,60000000
Oyo,Flat,Obum Okoli & Partners,"At Naf Harmony Estate, Port Harcourt, Rivers",6,6,7,5,160000000
Oyo,Bungalow,Bluehedge Realtors,"Rumuosi Off Uzuoba Link Road, Port Harcourt, Rivers",3,3,4,3,19000000
Oyo,Detached duplex,Bluehedge Realtors,"Sars. Road, Rukpokwu, Port Harcourt, Rivers",4,4,5,4,65000000
Oyo,Detached duplex,Bluehedge Realtors,"Ada George, By Arcania, Rumueprikom, Port Harcourt, Rivers",4,5,5,,50000000
Oyo,Bungalow,Bluehedge Realtors,"Ameachi Sch Road / Rumuosi, Port Harcourt, Rivers",3,3,4,4,22000000
Oyo,Flat,Bluehedge Realtors,"Eneka, Port Harcourt, Rivers",6,700,,,35000000
Oyo,Detached duplex,Bluehedge Realtors,"Off Peter Odili Road / Woji Gbalajam, Port Harcourt, Rivers",4,4,5,4,90000000
Oyo,Detached duplex,Bluehedge Realtors,"New Gra Phase 2, Port Harcourt, Rivers",5,5,6,4,170000000
Oyo,Bungalow,Life Hedge Resources,"Obiri Ikwere By Ait Off East West Road, Rumolumeni, Port Harcourt, Rivers",4,4,5,3,25000000
Oyo,Bungalow,Life Hedge Resources,"Rumuaholu, Off Sars Road, Rukpokwu, Port Harcourt, Rivers",4,4,5,2,27000000
Oyo,Detached duplex,Life Hedge Resources,"Off Nta Road, Mbuogba, Rumolumeni, Port Harcourt, Rivers",6,6,7,10,110000000
Oyo,Detached duplex,Bluehedge Realtors,"Rumuibekwe Housing Estate, Rumuibekwe, Port Harcourt, Rivers",5,5,6,6,80000000
Oyo,Flat,Obum Okoli & Partners,"Off Igwuruta Junction By Omuma Road, Port Harcourt, Rivers",3,3,4,6,11000000
Oyo,Flat,Bluehedge Realtors,"Nta Road, Port Harcourt, Rivers",930,,,,150000000
Oyo,Bungalow,Bluehedge Realtors,"Shell Location Road / Off Chinda, By Ada George, Port Harcourt, Rivers",2,2,2,3,30000000
Oyo,Detached duplex,Bluehedge Realtors,"Rukpokwu, Port Harcourt, Rivers",4,4,5,4,20000000
Oyo,Detached duplex,Bluehedge Realtors,"Apara Link Road, Off Nta Road, Port Harcourt, Rivers",5,6,6,6,75000000
Oyo,Flat,Obum Okoli & Partners,"At Oasis Gardens Rukpakwolusi New Layout Opposite Naf Harmony Estate, Port Harcourt, Rivers",4,5,6,6,180000000
Oyo,Semi duplex,Oak Properties,"Okuru, Peter Odili Road, Trans Amadi, Port Harcourt, Rivers",4,5,4,,120000000
Oyo,Flat,Bluehedge Realtors,"Igbuku Street, D-line, Port Harcourt, Rivers",930,,,,130000000
Oyo,Detached duplex,Bluehedge Realtors,"Gbalajam Phase 1, Port Harcourt, Rivers",4,4,5,4,40000000
Oyo,Detached duplex,Bluehedge Realtors,"Farm Road 2 Estate Eliozu, Port Harcourt, Rivers",5,6,6,6,75000000
Oyo,Detached duplex,Bluehedge Realtors,"Off Peter Odili/ Trans Amadi Road, Port Harcourt, Rivers",4,4,5,4,100000000
Oyo,Detached duplex,Bluehedge Realtors,"Rukpokwu, Port Harcourt, Rivers",6,6,7,930,75000000
Oyo,Detached duplex,Bluehedge Realtors,"Nddc Estate, Elelenwon, Port Harcourt, Rivers",4,5,6,6,75000000
Oyo,Detached duplex,Bluehedge Realtors,"Chinda Road, Off Ada George, Rumueme, Port Harcourt, Rivers",6,7,6,,100000000
Oyo,Flat,Bluehedge Realtors,"Rumuaghorlu/ Rumuokoro, Port Harcourt, Rivers",3,3,3,4,32000000
Oyo,Detached duplex,Bluehedge Realtors,"Royal Palm Estate / Off Peter Odili Road, Port Harcourt, Rivers",5,5,6,6,250000000
Oyo,Detached duplex,Bluehedge Realtors,"Sunrise Estate, Rumuodara, Port Harcourt, Rivers",6,6,7,,80000000
Oyo,Detached duplex,Bluehedge Realtors,"Sars Road, Rukpokwu, Port Harcourt, Rivers",5,5,6,6,80000000
Rivers,Flat,Aito Properties Ltd,"Off Nta Ozuoba Road, Port Harcourt, Rivers",3,4,5,2,15000000
Rivers,Bungalow,Aito Properties Ltd,"Rukpokwu Aluu Road, Port Harcourt, Rivers",4,4,5,6,38000000
Rivers,Bungalow,Alnorac,"Rukpokwu, Port Harcourt, Rivers",4,4,5,,23000000
Rivers,Flat,Obum Okoli & Partners,"Freedom Estate, Off Sars Road, Port Harcourt, Rivers",8,8,12,7,45000000
Rivers,Bungalow,Bluehedge Realtors,"Ada George Road, Port Harcourt, Rivers",4,4,5,,37000000
Rivers,Bungalow,Bluehedge Realtors,"Okporo Road, Port Harcourt, Rivers",4,4,5,,25000000
Rivers,Detached duplex,Bluehedge Realtors,"Federal Housing Estate, Agip, Port Harcourt, Rivers",6,5,7,4,50000000
Rivers,Bungalow,Donhilz Global Service,"Off Okporo Road, Rumudara, Port Harcourt, Rivers",4,5,3,,25000000
Rivers,Detached duplex,Donhilz Global Service,"Federal Housing Estate, Agip, Port Harcourt, Rivers",6,7,4,,55000000
Rivers,Flat,Bluehedge Realtors,"Nta/ Choba Road, Port Harcourt, Rivers",647,,,,200000000
Rivers,Flat,Chyglosco Homes,"Goldsprings Estate, Eliowhani, Off East West Road,, Port Harcourt, Rivers",5,5,6,4,55000000
Rivers,Detached duplex,Oak Properties,"Agip Estate, Port Harcourt, Rivers",6,6,7,4,55000000
Rivers,Bungalow,Oak Properties,"Shell Cooperative, Eneka, Port Harcourt, Rivers",4,4,5,4,48000000
Rivers,Detached duplex,Odinga E Property Ltd,"Royal Avenue Estate, Port Harcourt, Rivers",5,6,6,6,260000000
Rivers,Detached duplex,Alnorac,"Rukpokwu, Eneka Road, Port Harcourt, Rivers",5,5,6,,55000000
Rivers,Detached duplex,Alnorac,"Woji Town, Port Harcourt, Rivers",4,4,5,,50000000
Rivers,Bungalow,Alnorac,"Egbelu, Port Harcourt, Rivers",3,3,4,,80000000
Rivers,Bungalow,Alnorac,"Eneka Road, Port Harcourt, Rivers",4,4,5,,38000000
Rivers,Bungalow,Alnorac,"Eneka, Port Harcourt, Rivers",3,3,4,,20000000
Rivers,Detached duplex,Alnorac,"Elelenwo, Port Harcourt, Rivers",6,6,7,,45000000
Rivers,Bungalow,Alnorac,"By Nta, Port Harcourt, Rivers",3,3,4,,25000000
Rivers,Detached duplex,Bluehedge Realtors,"Odani Estate, Elelenwo, Port Harcourt, Rivers",4,4,5,3,30000000
Rivers,Terraced duplex,Bluehedge Realtors,"Nafharmony Estate , Eliozu, Port Harcourt, Rivers",4,4,5,4,80000000
Rivers,Detached duplex,Bluehedge Realtors,"Nta Road, Port Harcourt, Rivers",4,4,5,,75000000
Rivers,Detached duplex,Aito Properties Ltd,"Peter Odili Road, Trans Amadi, Port Harcourt, Rivers",4,4,5,3,75000000
Rivers,Detached duplex,Odinga E Property Ltd,"Harmony Estate, Port Harcourt, Rivers",7,8,8,10,250000000
Rivers,Detached duplex,Odinga E Property Ltd,"Golf Estate Side, Trans Amadi, Port Harcourt, Rivers",4,4,5,5,140000000
Rivers,Detached duplex,Aito Properties Ltd,"Amaechi School Road, Rumuosi, Port Harcourt, Rivers",5,6,6,6,45000000
Rivers,Detached duplex,Mentom Global Services Limited,"Sars Road, Port Harcourt, Rivers",5,5,6,4,38000000
Rivers,Detached duplex,Oak Properties,"Golf Estate, Peter Odili Road, Trans Amadi, Port Harcourt, Rivers",4,4,5,4,150000000
Rivers,Semi duplex,Aito Properties Ltd,"Off Peter Odili Road, Trans Amadi, Port Harcourt, Rivers",4,4,5,8,85000000
Rivers,Detached duplex,Oak Properties,"Golf Estate, Peter Odili Road, Trans Amadi, Port Harcourt, Rivers",4,4,5,4,150000000
Rivers,Detached duplex,Oak Properties,"Reef Courts Estate, Peter Odili Road, Trans Amadi, Port Harcourt, Rivers",5,5,6,4,150000000
Rivers,Detached duplex,Oak Properties,"Peter Odili Road, Trans Amadi, Port Harcourt, Rivers",4,4,5,4,120000000
Rivers,Terraced duplex,Oak Properties,"Royal Avenue Estate, Peter Odili Road, Trans Amadi, Port Harcourt, Rivers",4,4,5,848,170000000
Rivers,Terraced duplex,Oak Properties,"Parkland Estate, Peter Odili Road, Trans Amadi, Port Harcourt, Rivers",3,3,4,6,120000000
Rivers,Flat,Mentom Global Services Limited,"Off Peter Odili, Port Harcourt, Rivers",4,4,5,4,75000000
Rivers,Bungalow,Bluehedge Realtors,"Eneka, Port Harcourt, Rivers",5,5,7,,20000000
Rivers,Detached duplex,Bluehedge Realtors,"Royal Avenue, Peter Odili Road, Port Harcourt, Rivers",6,6,7,,110000000
Rivers,Flat,Bluehedge Realtors,"Eliozu Road, Port Harcourt, Rivers",2,2,3,20,235000000
Rivers,Bungalow,Bluehedge Realtors,"Shell Cooperative, Eneka Link Road, Port Harcourt, Rivers",4,4,5,,48000000
Rivers,Detached duplex,Chyglosco Homes,"Gold Spring Estate, Port Harcourt, Rivers",4,,,,80000000
Rivers,Detached duplex,Oak Properties,"Golf Estate, Peter Odili Rod, Trans Amadi, Port Harcourt, Rivers",4,4,5,5,130000000
Rivers,Flat,Chyglosco Homes,"Nwanwa Street, Eligbolo, Eliozu, Port Harcourt, Rivers",1860,1860,,,90000000
Rivers,Semi Bungalow,Chyglosco Homes,"Victory Estate, Elelenwo, Port Harcourt, Rivers",3,3,3,465,40000000
Rivers,Flat,Scalozie Global Services,"Off Trans Amadi/slaughter Road Oginigba, Trans Amadi, Port Harcourt, Rivers",2,3,3,,65000000
Rivers,Bungalow,Scalozie Global Services,"Off East West Road By Culvert Rumunduru/eneka Road, Eneka, Port Harcourt, Rivers",6,7,,,22000000
Rivers,Terraced duplex,Scalozie Global Services,"Off Peter Odili Road, Port Harcourt, Rivers",3,4,4,,70000000
Rivers,Detached duplex,Scalozie Global Services,"Naf Harmony Estate Off Eliozu Airforce Link Road, Port Harcourt, Rivers",5,5,6,,130000000
Rivers,Detached duplex,Scalozie Global Services,"Naf Harmony Estate Off Eliozu Airforce Link Road, Port Harcourt, Rivers",5,5,6,,135000000
Rivers,Detached duplex,Scalozie Global Services,"Off Sars Road Rumuogholu, Port Harcourt, Rivers",4,5,5,,40000000
Rivers,Detached duplex,Scalozie Global Services,"Reef Court Estate Off Peter Odili Road, Port Harcourt, Rivers",5,5,6,,150000000
Rivers,Detached duplex,Scalozie Global Services,"Off Peter Odili Road By Golf Estate Ukuru Road, Port Harcourt, Rivers",4,5,,,60000000
Rivers,Flat,Scalozie Global Services,"Off Rumuodara Junction, By Culvert, Rumuduru, Port Harcourt, Rivers",,,,,20000000
Rivers,Detached duplex,Scalozie Global Services,"Peter Odili Road, Port Harcourt, Rivers",4,5,5,,130000000
Rivers,Detached duplex,Scalozie Global Services,"Off Location Junction Nta Road, Port Harcourt, Rivers",4,5,,,90000000
Rivers,Detached duplex,Scalozie Global Services,"Paradise Palm Estate Iwofe, Rumuolumeni, Port Harcourt, Rivers",4,5,,,90000000
